CUSTOMER_ID,FULL_NAME,DOB,CITY,RISK_RATING,AML_SCORE,KYC_LEVEL
C05206,Phan Minh Tung,1984-11-15,Hai Phong,LOW,49,PARTIAL
C05207,Ngo Xuan Trang,1966-11-17,Hue,LOW,82,FULL
C05208,Vu Huu Tung,1970-05-07,Ho Chi Minh,LOW,14,FULL
C05209,Tran Hoang Bao,1988-04-01,Nha Trang,LOW,21,FULL
C05210,Nguyen Xuan Hoang,1989-06-13,Ha Noi,LOW,91,FULL
C05211,Dang Hai Huy,1974-12-21,Da Nang,LOW,41,FULL
C05212,Phan Gia Nhung,1993-11-12,Nha Trang,LOW,11,FULL
C05213,Ngo Hoang Bao,1965-04-15,Dong Nai,LOW,62,FULL
C05214,Vo Thi Dat,1994-03-31,Can Tho,LOW,50,FULL
C05215,Huynh Khanh Tung,1989-10-31,Da Nang,MEDIUM,25,FULL
C05216,Vo Xuan Tung,1985-09-13,Da Nang,LOW,16,FULL
C05217,Pham Hoang Linh,2001-06-06,Can Tho,HIGH,61,FULL
C05218,Huynh Van Nam,1962-12-20,Nha Trang,LOW,6,PARTIAL
C05219,Tran Minh Bao,2005-08-24,Hue,LOW,78,PARTIAL
C05220,Phan Thanh Hoang,1971-01-09,Nha Trang,MEDIUM,8,FULL
C05221,Ngo Thanh Hoang,1965-09-07,Ho Chi Minh,LOW,68,PARTIAL
C05222,Ngo Thi Son,1991-02-03,Quang Ninh,LOW,59,PARTIAL
C05223,Vo Duc Anh,1965-12-09,Quang Ninh,LOW,77,FULL
C05224,Bui Huu Hoang,1996-02-01,Can Tho,LOW,20,PARTIAL
C05225,Le Thanh Hoang,1978-03-28,Ho Chi Minh,LOW,42,FULL
C05226,Ho Khanh Khoa,1962-09-22,Quang Ninh,HIGH,36,FULL
C05227,Do Duc Dat,1990-10-18,Hue,LOW,37,FULL
C05228,Hoang Duc An,1979-05-20,Hue,LOW,92,FULL
C05229,Dang Gia Khoa,1984-09-22,Vung Tau,LOW,16,FULL
C05230,Bui Huu Trang,2002-12-27,Vung Tau,LOW,66,FULL
C05231,Phan Thi Son,1967-02-10,Da Nang,LOW,15,FULL
C05232,Nguyen Minh Son,1961-04-28,Dong Nai,LOW,56,FULL
C05233,Tran Ngoc Long,1964-03-04,Vung Tau,LOW,9,FULL
C05234,Duong Minh Kiet,2005-07-26,Dong Nai,LOW,17,FULL
C05235,Vo Ngoc Binh,1998-07-17,Hai Phong,LOW,11,FULL
C05236,Tran Thu Huy,1978-09-16,Vung Tau,LOW,37,FULL
C05237,Huynh Hai Lan,1972-05-01,Dong Nai,LOW,55,FULL
C05238,Vu Ngoc Long,2002-10-09,Can Tho,LOW,94,FULL
C05239,Pham Hoang Long,1998-03-16,Quang Ninh,LOW,46,FULL
C05240,Tran Duc Huy,1978-07-07,Ho Chi Minh,LOW,37,FULL
C05241,Vu Thanh Lan,1993-04-25,Ho Chi Minh,LOW,30,PARTIAL
C05242,Duong Thi Anh,1984-05-20,Can Tho,LOW,73,FULL
C05243,Hoang Hoang Huy,1960-03-08,Dong Nai,LOW,78,PARTIAL
C05244,Bui Huu Long,1979-12-29,Quang Ninh,LOW,41,PARTIAL
C05245,Vu Thanh Tung,1997-04-21,Can Tho,LOW,41,FULL
C05246,Pham Duc Binh,1999-06-09,Hai Phong,LOW,93,FULL
C05247,Hoang Xuan Dat,1960-06-04,Hai Phong,LOW,64,FULL
C05248,Vo Minh An,1995-04-12,Vung Tau,MEDIUM,30,FULL
C05249,Ho Huu Dat,1989-12-15,Ho Chi Minh,LOW,10,PARTIAL
C05250,Hoang Xuan Binh,1987-09-27,Dong Nai,LOW,45,FULL
C05251,Duong Hoang Nhung,1962-09-09,Nha Trang,LOW,51,FULL
C05252,Do Duc Son,2004-04-15,Da Nang,LOW,83,FULL
C05253,Vu Minh Dat,1986-05-17,Vung Tau,LOW,69,FULL
C05254,Tran Thi Tung,1973-05-24,Ha Noi,LOW,50,FULL
C05255,Le Quoc Hoang,1991-11-30,Da Nang,LOW,8,FULL
C05256,Ngo Khanh Binh,1967-12-31,Quang Ninh,LOW,61,FULL
C05257,Bui Gia Bao,1968-06-07,Can Tho,LOW,31,FULL
C05258,Vu Huu Binh,1982-02-14,Vung Tau,LOW,34,FULL
C05259,Vo Thi An,1977-07-16,Ha Noi,HIGH,17,FULL
C05260,Pham Thi Tung,1982-03-04,Ha Noi,LOW,43,FULL
C05261,Pham Khanh Tung,1992-08-27,Hue,LOW,79,FULL
C05262,Huynh Khanh Lan,1981-10-30,Ho Chi Minh,MEDIUM,55,FULL
C05263,Phan Van Dat,1984-02-19,Da Nang,LOW,14,FULL
C05264,Pham Minh Bao,1967-02-23,Nha Trang,MEDIUM,12,FULL
C05265,Ho Huu Tung,1992-03-19,Hue,MEDIUM,66,PARTIAL
C05266,Do Quoc Vy,1971-05-19,Hai Phong,LOW,28,PARTIAL
C05267,Vo Hoang Nam,1984-02-18,Da Nang,LOW,74,FULL
C05268,Duong Hoang Anh,2003-11-24,Dong Nai,MEDIUM,9,FULL
C05269,Dang Hai Trang,1977-09-27,Dong Nai,LOW,75,FULL
C05270,Vo Thanh Khang,1981-05-25,Ha Noi,LOW,24,PARTIAL
C05271,Ho Xuan Nam,1970-06-21,Hai Phong,LOW,59,FULL
C05272,Huynh Ngoc Hoang,1960-08-28,Hue,LOW,94,FULL
C05273,Hoang Thi Nhung,1973-06-17,Can Tho,LOW,90,PARTIAL
C05274,Dang Ngoc Anh,1964-09-25,Hai Phong,LOW,82,PARTIAL
C05275,Phan Duc Nam,1996-11-30,Da Nang,LOW,77,FULL
C05276,Ngo Ngoc Son,1987-03-19,Can Tho,LOW,77,FULL
C05277,Bui Thu Long,1966-02-22,Can Tho,LOW,19,FULL
C05278,Le Van Phuc,1985-12-01,Da Nang,LOW,7,FULL
C05279,Duong Thanh Trang,2003-12-01,Hai Phong,MEDIUM,40,FULL
C05280,Bui Thanh Son,1985-01-18,Dong Nai,LOW,40,PARTIAL
C05281,Huynh Hoang Tung,1972-10-27,Ho Chi Minh,LOW,44,FULL
C05282,Tran Thi Linh,1986-12-28,Vung Tau,LOW,28,FULL
C05283,Ngo Thi Dat,1998-04-09,Nha Trang,MEDIUM,12,PARTIAL
C05284,Vo Van Nam,1960-05-06,Hue,LOW,80,FULL
C05285,Pham Quoc Nhung,1960-10-16,Dong Nai,LOW,74,FULL
C05286,Hoang Ngoc Huy,1982-01-30,Da Nang,HIGH,11,FULL
C05287,Ho Thu Lan,1983-05-30,Quang Ninh,LOW,51,PARTIAL
C05288,Huynh Hoang Linh,1969-08-06,Ha Noi,LOW,94,PARTIAL
C05289,Do Duc Hoang,1961-07-18,Ho Chi Minh,LOW,54,FULL
C05290,Hoang Hai Vy,1985-02-08,Vung Tau,LOW,82,PARTIAL
C05291,Ngo Thu Huy,1962-08-30,Ho Chi Minh,LOW,8,FULL
C05292,Pham Thu Vy,1967-02-09,Can Tho,MEDIUM,67,PARTIAL
C05293,Dang Thanh Binh,1969-08-31,Vung Tau,LOW,55,PARTIAL
C05294,Ho Hoang Binh,2002-08-21,Nha Trang,LOW,87,FULL
C05295,Le Ngoc Khoa,1992-02-14,Vung Tau,LOW,80,PARTIAL
C05296,Huynh Ngoc Binh,1971-04-30,Hai Phong,MEDIUM,60,FULL
C05297,Vu Ngoc Binh,1967-11-06,Can Tho,LOW,51,FULL
C05298,Tran Quoc Vy,1978-02-22,Quang Ninh,LOW,13,PARTIAL
C05299,Huynh Thu Vy,2004-10-19,Hai Phong,MEDIUM,62,FULL
C05300,Nguyen Khanh Huy,1975-06-09,Ha Noi,LOW,70,FULL
C05301,Pham Duc Nam,1985-10-13,Vung Tau,LOW,32,FULL
C05302,Bui Thi Linh,1969-07-06,Da Nang,LOW,37,FULL
C05303,Tran Thanh Khoa,1973-07-23,Hue,MEDIUM,22,FULL
C05304,Bui Khanh Anh,1986-07-10,Nha Trang,LOW,70,PARTIAL
C05305,Pham Hoang Khang,1981-12-29,Da Nang,LOW,31,FULL
C05306,Nguyen Khanh Huy,1991-12-04,Nha Trang,LOW,80,FULL
C05307,Vu Hai Hoang,1973-11-21,Ha Noi,LOW,83,FULL
C05308,Ngo Thu Anh,1996-03-21,Can Tho,LOW,18,FULL
C05309,Vu Ngoc Nhung,2000-05-23,Can Tho,LOW,54,PARTIAL
C05310,Do Gia Bao,1961-08-16,Can Tho,HIGH,22,PARTIAL
C05311,Dang Thi Linh,1995-05-21,Can Tho,LOW,79,FULL
C05312,Nguyen Quoc Khoa,1995-12-12,Vung Tau,LOW,51,PARTIAL
C05313,Huynh Hoang Kiet,1988-06-29,Ha Noi,LOW,53,FULL
C05314,Le Huu Nhung,1971-12-03,Vung Tau,LOW,22,FULL
C05315,Hoang Duc Binh,1965-06-17,Vung Tau,MEDIUM,27,FULL
C05316,Bui Khanh Hoang,1988-12-29,Ha Noi,LOW,22,FULL
C05317,Duong Tuan Kiet,1964-10-20,Quang Ninh,LOW,94,PARTIAL
C05318,Phan Quoc Son,1971-06-12,Hai Phong,LOW,20,FULL
C05319,Huynh Quoc Trang,1998-03-07,Vung Tau,LOW,72,FULL
C05320,Ho Tuan Khang,1976-07-05,Da Nang,HIGH,67,FULL
C05321,Le Tuan Son,2003-03-17,Vung Tau,LOW,40,FULL
C05322,Duong Thanh Nhung,2005-07-21,Quang Ninh,LOW,35,FULL
C05323,Tran Van Nam,1997-09-18,Ho Chi Minh,LOW,15,FULL
C05324,Vo Duc Lan,1984-06-17,Hue,LOW,14,FULL
C05325,Le Van Khang,1985-06-04,Quang Ninh,HIGH,48,FULL
C05326,Huynh Minh Trang,1977-01-10,Can Tho,HIGH,22,FULL
C05327,Do Thanh Anh,1962-10-31,Vung Tau,LOW,31,FULL
C05328,Tran Thi Nam,1977-03-04,Da Nang,LOW,32,FULL
C05329,Phan Thanh An,1984-04-02,Hai Phong,LOW,8,FULL
C05330,Le Thanh Nam,1974-11-10,Can Tho,LOW,16,FULL
C05331,Vu Hoang Binh,1996-04-28,Da Nang,LOW,19,FULL
C05332,Nguyen Duc Dat,1986-01-20,Hai Phong,LOW,50,FULL
C05333,Pham Ngoc Trang,1982-06-01,Quang Ninh,LOW,29,FULL
C05334,Phan Thu Nam,1975-08-17,Quang Ninh,MEDIUM,79,FULL
C05335,Le Thanh Khoa,1970-12-26,Can Tho,LOW,77,FULL
C05336,Phan Xuan Lan,1998-10-24,Hue,LOW,10,FULL
C05337,Tran Khanh Dat,2004-02-07,Can Tho,MEDIUM,50,FULL
C05338,Vu Hoang Nam,2002-06-29,Vung Tau,LOW,62,FULL
C05339,Bui Gia Phuc,1983-07-13,Can Tho,HIGH,95,FULL
C05340,Vu Duc Bao,1965-12-15,Vung Tau,LOW,93,FULL
C05341,Do Thanh Nhung,1992-01-25,Vung Tau,LOW,77,FULL
C05342,Vo Thu Lan,1988-03-22,Quang Ninh,LOW,36,FULL
C05343,Huynh Xuan Nam,1978-09-25,Dong Nai,LOW,14,FULL
C05344,Dang Duc Khang,1993-02-15,Vung Tau,MEDIUM,36,FULL
C05345,Huynh Thanh Long,1971-10-21,Quang Ninh,LOW,78,FULL
C05346,Pham Thanh An,1985-10-02,Can Tho,MEDIUM,5,FULL
C05347,Pham Thanh Dat,1994-11-16,Dong Nai,LOW,5,FULL
C05348,Vo Duc Nam,2002-06-17,Can Tho,LOW,28,FULL
C05349,Do Hai Bao,1982-06-26,Da Nang,LOW,35,FULL
C05350,Le Duc Linh,1976-12-19,Vung Tau,LOW,67,FULL
C05351,Ho Thanh Huy,2003-06-01,Da Nang,LOW,38,FULL
C05352,Ho Van Linh,1960-12-06,Ha Noi,LOW,60,FULL
C05353,Ho Hai Son,2005-01-23,Da Nang,LOW,82,FULL
C05354,Nguyen Thi Son,1981-02-15,Nha Trang,LOW,55,FULL
C05355,Do Khanh Lan,1990-09-10,Vung Tau,LOW,63,PARTIAL
C05356,Tran Thi Anh,1980-12-06,Ho Chi Minh,MEDIUM,50,FULL
C05357,Bui Huu Kiet,2003-08-12,Vung Tau,LOW,16,PARTIAL
C05358,Phan Minh Anh,1989-02-19,Ha Noi,MEDIUM,67,FULL
C05359,Dang Quoc Binh,2001-09-04,Can Tho,LOW,54,FULL
C05360,Le Thu Tung,1960-12-23,Vung Tau,MEDIUM,71,FULL
C05361,Bui Thanh Khang,1978-05-07,Quang Ninh,LOW,32,FULL
C05362,Hoang Van Trang,1992-12-08,Ha Noi,HIGH,11,FULL
C05363,Tran Van Nam,1991-08-21,Can Tho,LOW,82,PARTIAL
C05364,Bui Thi Anh,1975-03-31,Dong Nai,LOW,91,FULL
C05365,Tran Van Bao,1965-06-20,Vung Tau,LOW,88,FULL
C05366,Bui Van Nam,1974-03-07,Nha Trang,LOW,13,PARTIAL
C05367,Pham Hai Dat,1978-04-02,Ha Noi,MEDIUM,36,FULL
C05368,Dang Khanh Kiet,1998-08-14,Vung Tau,LOW,5,FULL
C05369,Hoang Thanh Trang,1982-02-17,Ho Chi Minh,MEDIUM,86,FULL
C05370,Do Minh Anh,2001-11-04,Nha Trang,LOW,44,FULL
C05371,Tran Khanh Linh,1969-04-11,Ho Chi Minh,MEDIUM,68,PARTIAL
C05372,Phan Gia Bao,1961-11-21,Dong Nai,LOW,71,FULL
C05373,Huynh Khanh Vy,1999-03-06,Nha Trang,LOW,77,FULL
C05374,Nguyen Duc Long,1993-05-13,Da Nang,LOW,33,FULL
C05375,Phan Thanh Binh,1973-09-14,Hue,LOW,36,FULL
C05376,Le Thu Nhung,1988-02-08,Da Nang,LOW,71,FULL
C05377,Hoang Thu Dat,1964-09-26,Hue,LOW,50,PARTIAL
C05378,Ngo Thu Son,1964-01-25,Can Tho,LOW,54,FULL
C05379,Phan Thu Vy,1996-09-08,Hai Phong,LOW,53,FULL
C05380,Hoang Tuan Huy,1995-01-27,Hai Phong,MEDIUM,15,PARTIAL
C05381,Nguyen Huu Son,1978-11-17,Nha Trang,MEDIUM,26,FULL
C05382,Do Gia Khang,1967-12-28,Dong Nai,LOW,88,FULL
C05383,Do Xuan An,1963-09-10,Ho Chi Minh,LOW,75,FULL
C05384,Vu Tuan Khang,1988-04-13,Dong Nai,LOW,63,FULL
C05385,Hoang Minh Son,1966-09-04,Quang Ninh,LOW,29,FULL
C05386,Pham Hai Khoa,1960-09-18,Dong Nai,LOW,20,FULL
C05387,Huynh Xuan Binh,1987-11-06,Quang Ninh,MEDIUM,27,FULL
C05388,Dang Thanh Long,1975-05-09,Vung Tau,LOW,18,FULL
C05389,Dang Tuan Binh,1970-11-30,Ho Chi Minh,LOW,82,FULL
C05390,Pham Van Vy,1986-06-20,Can Tho,LOW,10,PARTIAL
C05391,Huynh Hai An,1993-08-22,Hue,LOW,53,FULL
C05392,Huynh Thu Hoang,2004-11-11,Da Nang,LOW,43,FULL
C05393,Ngo Quoc Bao,1962-10-23,Dong Nai,LOW,73,FULL
C05394,Le Thi Kiet,1975-01-16,Ha Noi,LOW,37,FULL
C05395,Vo Duc Vy,2003-01-28,Ho Chi Minh,HIGH,53,FULL
C05396,Pham Ngoc Kiet,1964-09-26,Ho Chi Minh,MEDIUM,77,FULL
C05397,Duong Quoc Dat,1983-07-12,Can Tho,LOW,69,FULL
C05398,Huynh Hoang Dat,2005-08-09,Hue,HIGH,32,PARTIAL
C05399,Hoang Hoang Binh,1991-06-27,Ha Noi,LOW,84,FULL
C05400,Tran Xuan Nam,1986-05-22,Dong Nai,LOW,53,FULL
C05401,Ngo Thu Bao,2004-11-16,Da Nang,LOW,71,PARTIAL
C05402,Hoang Huu Long,1964-04-21,Can Tho,LOW,12,FULL
C05403,Tran Ngoc Tung,1985-07-16,Hue,MEDIUM,23,FULL
C05404,Nguyen Ngoc Dat,1978-10-20,Da Nang,LOW,51,PARTIAL
C05405,Ngo Thanh Kiet,1973-09-17,Quang Ninh,LOW,14,PARTIAL
C05406,Phan Tuan Vy,1960-04-01,Vung Tau,MEDIUM,16,FULL
C05407,Ngo Thu Tung,1973-01-02,Vung Tau,MEDIUM,27,FULL
C05408,Huynh Quoc Phuc,1968-04-24,Dong Nai,MEDIUM,75,PARTIAL
C05409,Do Thanh Trang,2004-04-20,Nha Trang,LOW,19,FULL
C05410,Ngo Thu Vy,1964-11-26,Nha Trang,LOW,89,FULL
C05411,Duong Van Trang,1984-08-31,Da Nang,LOW,90,FULL
C05412,Vo Thanh Nhung,1969-02-08,Ha Noi,LOW,71,FULL
C05413,Huynh Minh Linh,1968-10-13,Ha Noi,MEDIUM,85,FULL
C05414,Ngo Hai Vy,1963-03-24,Nha Trang,LOW,80,FULL
C05415,Vo Duc Anh,1961-05-16,Dong Nai,LOW,26,FULL
C05416,Vo Duc Kiet,1963-11-01,Quang Ninh,LOW,39,FULL
C05417,Hoang Gia Vy,1990-08-16,Ha Noi,LOW,34,FULL
C05418,Hoang Thanh Linh,1972-05-24,Quang Ninh,LOW,81,FULL
C05419,Nguyen Quoc Anh,2001-08-18,Quang Ninh,HIGH,76,FULL
C05420,Phan Gia Lan,1985-06-24,Vung Tau,LOW,78,FULL
C05421,Hoang Ngoc Kiet,1989-04-22,Ha Noi,LOW,69,FULL
C05422,Pham Hai Nam,2001-02-12,Nha Trang,LOW,29,FULL
C05423,Phan Hai Phuc,1970-02-13,Ho Chi Minh,MEDIUM,68,FULL
C05424,Hoang Ngoc Nhung,1989-08-07,Ho Chi Minh,LOW,61,FULL
C05425,Do Ngoc Anh,1987-07-21,Can Tho,MEDIUM,21,PARTIAL
C05426,Phan Hoang Nhung,1995-12-07,Da Nang,LOW,56,FULL
C05427,Nguyen Khanh Long,1998-10-08,Vung Tau,LOW,50,FULL
C05428,Vu Duc An,1991-10-25,Quang Ninh,LOW,63,FULL
C05429,Ngo Huu Hoang,1979-03-16,Nha Trang,MEDIUM,82,FULL
C05430,Pham Thanh Lan,1994-12-08,Can Tho,MEDIUM,54,FULL
C05431,Huynh Thu Nam,1966-01-13,Ho Chi Minh,LOW,30,FULL
C05432,Vo Xuan Lan,1977-10-16,Da Nang,LOW,55,FULL
C05433,Nguyen Khanh Trang,1994-05-16,Hai Phong,LOW,13,FULL
C05434,Duong Xuan Huy,1973-06-08,Ho Chi Minh,MEDIUM,24,FULL
C05435,Tran Xuan Vy,1977-11-10,Vung Tau,LOW,67,FULL
C05436,Dang Duc Hoang,1978-10-21,Vung Tau,LOW,54,FULL
C05437,Hoang Van Son,2004-12-05,Hue,HIGH,82,FULL
C05438,Phan Duc Tung,1979-03-19,Ho Chi Minh,LOW,78,FULL
C05439,Bui Huu Vy,2003-10-01,Dong Nai,LOW,56,FULL
C05440,Dang Thu Anh,1979-07-15,Dong Nai,MEDIUM,95,FULL
C05441,Dang Tuan Dat,1998-01-31,Nha Trang,LOW,43,FULL
C05442,Tran Minh Bao,1965-07-09,Hai Phong,MEDIUM,16,FULL
C05443,Le Quoc Linh,1966-02-27,Ho Chi Minh,LOW,64,FULL
C05444,Vu Thu Khang,1974-09-02,Hue,LOW,37,FULL
C05445,Pham Minh Phuc,1980-11-14,Hue,LOW,46,FULL
C05446,Do Van Bao,1978-12-22,Hai Phong,LOW,59,FULL
C05447,Nguyen Van Kiet,1992-04-23,Nha Trang,MEDIUM,95,FULL
C05448,Ngo Hai Hoang,1993-03-19,Hai Phong,LOW,73,FULL
C05449,Ngo Hai Tung,1964-09-15,Ho Chi Minh,LOW,12,PARTIAL
C05450,Ho Hoang Linh,1980-08-25,Nha Trang,LOW,31,FULL
C05451,Vo Quoc Nam,1987-09-09,Hai Phong,LOW,61,FULL
C05452,Phan Xuan Hoang,1986-02-27,Hue,LOW,18,FULL
C05453,Duong Xuan Lan,1996-07-20,Vung Tau,LOW,66,FULL
C05454,Hoang Duc Nam,1971-05-29,Quang Ninh,LOW,38,FULL
C05455,Ho Khanh Khoa,1969-05-04,Quang Ninh,LOW,92,FULL
C05456,Nguyen Minh Kiet,1981-08-30,Quang Ninh,LOW,20,FULL
C05457,Pham Minh Khoa,1970-07-21,Da Nang,LOW,9,PARTIAL
C05458,Phan Thu Nhung,1977-04-13,Quang Ninh,MEDIUM,14,FULL
C05459,Ho Gia Nam,2001-11-22,Dong Nai,MEDIUM,20,FULL
C05460,Phan Thu Bao,1999-12-25,Ho Chi Minh,LOW,25,FULL
C05461,Le Minh Vy,1973-05-19,Ho Chi Minh,LOW,79,PARTIAL
C05462,Bui Minh Huy,1981-06-04,Hue,LOW,55,FULL
C05463,Pham Ngoc Bao,1998-04-24,Nha Trang,LOW,54,PARTIAL
C05464,Bui Thi Khang,1961-09-22,Hue,HIGH,57,FULL
C05465,Le Xuan An,1982-08-12,Quang Ninh,LOW,29,FULL
C05466,Vu Tuan Phuc,1994-03-08,Dong Nai,LOW,31,FULL
C05467,Dang Van Trang,1970-06-23,Ha Noi,LOW,72,FULL
C05468,Bui Ngoc Anh,1964-02-26,Quang Ninh,MEDIUM,39,FULL
C05469,Vu Xuan Bao,1965-08-04,Dong Nai,MEDIUM,85,FULL
C05470,Huynh Gia Lan,1983-12-21,Vung Tau,LOW,85,FULL
C05471,Ho Ngoc An,1988-02-23,Vung Tau,LOW,94,FULL
C05472,Do Thu Vy,1997-02-28,Dong Nai,LOW,27,FULL
C05473,Duong Thi Vy,1961-10-21,Ho Chi Minh,LOW,19,PARTIAL
C05474,Ho Khanh Long,1960-01-09,Da Nang,LOW,10,PARTIAL
C05475,Pham Thanh Dat,1962-02-17,Hue,MEDIUM,43,PARTIAL
C05476,Phan Xuan Dat,2003-10-23,Vung Tau,LOW,25,PARTIAL
C05477,Phan Thi Tung,2003-10-02,Ha Noi,LOW,34,PARTIAL
C05478,Phan Khanh Phuc,1976-09-10,Dong Nai,LOW,69,FULL
C05479,Bui Thanh Tung,1964-10-11,Dong Nai,LOW,43,PARTIAL
C05480,Vo Minh Vy,1988-09-04,Can Tho,LOW,76,PARTIAL
C05481,Dang Ngoc Khang,1997-01-24,Can Tho,HIGH,18,FULL
C05482,Duong Huu Khoa,1985-10-15,Quang Ninh,LOW,32,FULL
C05483,Nguyen Duc Long,1972-02-28,Ho Chi Minh,MEDIUM,12,FULL
C05484,Phan Hai Bao,1987-03-19,Hue,HIGH,66,FULL
C05485,Dang Quoc Binh,1984-12-31,Vung Tau,LOW,77,FULL
C05486,Dang Khanh Tung,1985-06-21,Ha Noi,LOW,79,PARTIAL
C05487,Huynh Minh Hoang,1984-10-05,Da Nang,LOW,35,FULL
C05488,Le Thanh Kiet,1992-08-29,Da Nang,LOW,89,PARTIAL
C05489,Phan Xuan Nam,1968-02-03,Ho Chi Minh,MEDIUM,47,PARTIAL
C05490,Le Thi Vy,2003-07-13,Can Tho,LOW,13,FULL
C05491,Dang Khanh Huy,2003-10-21,Can Tho,MEDIUM,7,FULL
C05492,Ngo Thu Lan,1979-10-20,Ha Noi,MEDIUM,33,FULL
C05493,Ho Minh Kiet,1993-04-14,Nha Trang,MEDIUM,51,FULL
C05494,Tran Xuan An,1964-10-02,Dong Nai,LOW,80,PARTIAL
C05495,Nguyen Thu Tung,1989-09-24,Hue,LOW,30,PARTIAL
C05496,Tran Van Linh,1960-07-15,Hue,LOW,72,FULL
C05497,Phan Ngoc Nhung,1965-01-12,Hue,LOW,10,PARTIAL
C05498,Vu Thu Hoang,1972-06-04,Ho Chi Minh,LOW,14,FULL
C05499,Bui Xuan Khoa,1966-05-24,Vung Tau,LOW,65,FULL
C05500,Pham Hai Dat,1968-11-09,Vung Tau,LOW,50,FULL
C05501,Huynh Van Long,1975-12-28,Quang Ninh,LOW,66,FULL
C05502,Vu Hai Trang,1968-10-25,Quang Ninh,LOW,34,FULL
C05503,Pham Xuan Linh,1977-06-30,Quang Ninh,MEDIUM,66,FULL
C05504,Bui Huu Lan,1996-11-21,Can Tho,LOW,29,FULL
C05505,Pham Ngoc Hoang,1985-01-30,Vung Tau,LOW,14,FULL
C05506,Vo Tuan Dat,2005-01-21,Quang Ninh,LOW,84,FULL
C05507,Hoang Thanh Kiet,1994-06-07,Hai Phong,HIGH,81,FULL
C05508,Bui Xuan Huy,1971-01-22,Dong Nai,LOW,88,FULL
C05509,Hoang Gia Long,2002-10-15,Vung Tau,MEDIUM,25,FULL
C05510,Ngo Quoc Khang,1974-01-12,Vung Tau,MEDIUM,60,FULL
C05511,Tran Hai Long,1988-12-09,Nha Trang,LOW,18,FULL
C05512,Nguyen Duc Trang,1986-09-04,Quang Ninh,LOW,77,PARTIAL
C05513,Le Thi Dat,2004-05-06,Vung Tau,LOW,67,FULL
C05514,Pham Tuan Huy,1986-11-29,Ha Noi,LOW,94,FULL
C05515,Ho Minh Bao,1975-06-04,Quang Ninh,HIGH,67,FULL
C05516,Nguyen Minh Vy,1963-08-02,Ho Chi Minh,LOW,77,FULL
C05517,Tran Quoc Trang,1973-01-02,Ho Chi Minh,HIGH,87,FULL
C05518,Nguyen Hai An,1966-07-31,Da Nang,LOW,39,FULL
C05519,Vu Khanh Phuc,1988-06-03,Dong Nai,MEDIUM,76,FULL
C05520,Huynh Hoang Khang,1986-11-01,Can Tho,LOW,84,FULL
C05521,Le Van An,1990-05-18,Dong Nai,LOW,8,FULL
C05522,Duong Minh Tung,1995-07-17,Can Tho,LOW,93,FULL
C05523,Ngo Minh Huy,1966-11-16,Vung Tau,LOW,22,FULL
C05524,Phan Huu Son,1994-03-28,Vung Tau,LOW,78,FULL
C05525,Huynh Van Trang,1965-07-12,Hai Phong,LOW,54,FULL
C05526,Dang Tuan Bao,1981-06-07,Hai Phong,MEDIUM,92,FULL
C05527,Tran Ngoc Bao,1972-12-23,Nha Trang,LOW,68,FULL
C05528,Phan Quoc Khang,1969-09-28,Ha Noi,LOW,14,FULL
C05529,Do Gia Nam,1984-06-12,Dong Nai,LOW,30,FULL
C05530,Phan Hoang Hoang,1969-12-05,Ha Noi,MEDIUM,78,FULL
C05531,Hoang Gia Hoang,1966-05-13,Nha Trang,LOW,14,PARTIAL
C05532,Bui Minh Kiet,1984-06-12,Can Tho,LOW,68,FULL
C05533,Pham Gia Lan,1961-05-30,Quang Ninh,MEDIUM,94,FULL
C05534,Dang Thu Anh,2000-08-28,Hue,MEDIUM,5,FULL
C05535,Do Ngoc Bao,1981-08-23,Vung Tau,LOW,64,PARTIAL
C05536,Dang Hai Binh,1977-04-05,Ho Chi Minh,LOW,76,FULL
C05537,Vu Gia Khoa,2005-04-08,Hue,LOW,17,FULL
C05538,Nguyen Quoc An,1975-12-26,Vung Tau,LOW,79,FULL
C05539,Le Thu Trang,1986-10-25,Hai Phong,LOW,9,PARTIAL
C05540,Bui Minh Anh,1976-08-31,Hai Phong,LOW,34,FULL
C05541,Vu Xuan Nhung,1964-06-23,Ha Noi,LOW,43,FULL
C05542,Duong Xuan Tung,1978-02-10,Ho Chi Minh,LOW,75,FULL
C05543,Bui Quoc Phuc,1980-10-07,Da Nang,LOW,86,FULL
C05544,Nguyen Khanh Hoang,2001-07-15,Quang Ninh,LOW,61,FULL
C05545,Ngo Khanh Huy,1973-10-28,Hue,LOW,8,PARTIAL
C05546,Do Huu Binh,1998-11-10,Nha Trang,LOW,74,FULL
C05547,Do Huu Vy,1965-06-05,Hue,MEDIUM,76,PARTIAL
C05548,Do Ngoc Anh,1965-01-14,Hai Phong,LOW,62,FULL
C05549,Tran Duc Tung,1971-08-19,Nha Trang,MEDIUM,84,FULL
C05550,Vu Ngoc Kiet,1998-04-06,Hue,LOW,20,FULL
C05551,Hoang Hai Son,1998-12-31,Dong Nai,LOW,14,FULL
C05552,Pham Van Trang,1975-09-18,Da Nang,LOW,30,FULL
C05553,Phan Thu Khoa,1987-01-26,Vung Tau,LOW,45,PARTIAL
C05554,Hoang Duc Khoa,2000-11-28,Ho Chi Minh,LOW,46,FULL
C05555,Le Duc Khoa,1993-12-13,Hue,LOW,75,FULL
